feature_type,lowerCasing,stop_words,ngram_range,analyzer,max_features,classifier_Name,classifier_Metric,score
Tfidf,False,without,0,char,,RidgeClassifier,f1_score,0.018455203285347777
Tfidf,False,without,0,char,,RidgeClassifier,recall_score,0.010810889351395223
Tfidf,False,without,0,char,,RidgeClassifier,precision_score,0.07091496097427206
Tfidf,False,without,0,char,,DecisionTree,f1_score,0.018455203285347777
Tfidf,False,without,0,char,,DecisionTree,recall_score,0.010810889351395223
Tfidf,False,without,0,char,,DecisionTree,precision_score,0.07091496097427206
Tfidf,False,without,0,char,10,MultinomialNB,f1_score,0.006545516728221083
Tfidf,False,without,0,char,10,MultinomialNB,recall_score,0.0037630769965996207
Tfidf,False,without,0,char,10,MultinomialNB,precision_score,0.04669762641898864
Tfidf,False,without,0,char,10,RidgeClassifier,f1_score,0.006545516728221083
Tfidf,False,without,0,char,10,RidgeClassifier,recall_score,0.0037630769965996207
Tfidf,False,without,0,char,10,RidgeClassifier,precision_score,0.04669762641898864
Tfidf,False,without,0,char,10,DecisionTree,f1_score,0.006545516728221083
Tfidf,False,without,0,char,10,DecisionTree,recall_score,0.0037630769965996207
Tfidf,False,without,0,char,10,DecisionTree,precision_score,0.04669762641898864
Tfidf,False,without,0,char,20,MultinomialNB,f1_score,0.021235198415455552
Tfidf,False,without,0,char,20,MultinomialNB,recall_score,0.012746533645127149
Tfidf,False,without,0,char,20,MultinomialNB,precision_score,0.06478577972571871
Tfidf,False,without,0,char,20,RidgeClassifier,f1_score,0.021235198415455552
Tfidf,False,without,0,char,20,RidgeClassifier,recall_score,0.012746533645127149
Tfidf,False,without,0,char,20,RidgeClassifier,precision_score,0.06478577972571871
Tfidf,False,without,0,char,20,DecisionTree,f1_score,0.021235198415455552
Tfidf,False,without,0,char,20,DecisionTree,recall_score,0.012746533645127149
Tfidf,False,without,0,char,20,DecisionTree,precision_score,0.06478577972571871
Tfidf,False,without,0,char_wb,,MultinomialNB,f1_score,0.01796419797745359
Tfidf,False,without,0,char_wb,,MultinomialNB,recall_score,0.010512317388014468
Tfidf,False,without,0,char_wb,,MultinomialNB,precision_score,0.06793448068847857
Tfidf,False,without,0,char_wb,,RidgeClassifier,f1_score,0.01796419797745359
Tfidf,False,without,0,char_wb,,RidgeClassifier,recall_score,0.010512317388014468
Tfidf,False,without,0,char_wb,,RidgeClassifier,precision_score,0.06793448068847857
Tfidf,False,without,0,char_wb,,DecisionTree,f1_score,0.01796419797745359
Tfidf,False,without,0,char_wb,,DecisionTree,recall_score,0.010512317388014468
Tfidf,False,without,0,char_wb,,DecisionTree,precision_score,0.06793448068847857
Tfidf,False,without,0,char_wb,10,MultinomialNB,f1_score,0.006545516728221083
Tfidf,False,without,0,char_wb,10,MultinomialNB,recall_score,0.0037630769965996207
Tfidf,False,without,0,char_wb,10,MultinomialNB,precision_score,0.04669762641898864
Tfidf,False,without,0,char_wb,10,RidgeClassifier,f1_score,0.006545516728221083
Tfidf,False,without,0,char_wb,10,RidgeClassifier,recall_score,0.0037630769965996207
Tfidf,False,without,0,char_wb,10,RidgeClassifier,precision_score,0.04669762641898864
Tfidf,False,without,0,char_wb,10,DecisionTree,f1_score,0.006545516728221083
Tfidf,False,without,0,char_wb,10,DecisionTree,recall_score,0.0037630769965996207
Tfidf,False,without,0,char_wb,10,DecisionTree,precision_score,0.04669762641898864
Tfidf,False,without,0,char_wb,20,MultinomialNB,f1_score,0.021235198415455552
Tfidf,False,without,0,char_wb,20,MultinomialNB,recall_score,0.012746533645127149
Tfidf,False,without,0,char_wb,20,MultinomialNB,precision_score,0.06478577972571871
Tfidf,False,without,0,char_wb,20,RidgeClassifier,f1_score,0.021235198415455552
Tfidf,False,without,0,char_wb,20,RidgeClassifier,recall_score,0.012746533645127149
Tfidf,False,without,0,char_wb,20,RidgeClassifier,precision_score,0.06478577972571871
Tfidf,False,without,0,char_wb,20,DecisionTree,f1_score,0.021235198415455552
Tfidf,False,without,0,char_wb,20,DecisionTree,recall_score,0.012746533645127149
Tfidf,False,without,0,char_wb,20,DecisionTree,precision_score,0.06478577972571871
Tfidf,False,without,1,word,,MultinomialNB,f1_score,0.07391349806912947
Tfidf,False,without,1,word,,MultinomialNB,recall_score,0.063525116065347
Tfidf,False,without,1,word,,MultinomialNB,precision_score,0.09313262527233115
Tfidf,False,without,1,word,,RidgeClassifier,f1_score,0.07391349806912947
Tfidf,False,without,1,word,,RidgeClassifier,recall_score,0.063525116065347
Tfidf,False,without,1,word,,RidgeClassifier,precision_score,0.09313262527233115
Tfidf,False,without,1,word,,DecisionTree,f1_score,0.07391349806912947
Tfidf,False,without,1,word,,DecisionTree,recall_score,0.063525116065347
Tfidf,False,without,1,word,,DecisionTree,precision_score,0.09313262527233115
Tfidf,False,without,1,word,10,MultinomialNB,f1_score,0.0015162343612041248
Tfidf,False,without,1,word,10,MultinomialNB,recall_score,0.0008024114584867177
Tfidf,False,without,1,word,10,MultinomialNB,precision_score,0.04411764705882353
Tfidf,False,without,1,word,10,RidgeClassifier,f1_score,0.0015162343612041248
Tfidf,False,without,1,word,10,RidgeClassifier,recall_score,0.0008024114584867177
Tfidf,False,without,1,word,10,RidgeClassifier,precision_score,0.04411764705882353
Tfidf,False,without,1,word,10,DecisionTree,f1_score,0.0015162343612041248
Tfidf,False,without,1,word,10,DecisionTree,recall_score,0.0008024114584867177
Tfidf,False,without,1,word,10,DecisionTree,precision_score,0.04411764705882353
Tfidf,False,without,1,word,20,MultinomialNB,f1_score,0.010907552080493434
Tfidf,False,without,1,word,20,MultinomialNB,recall_score,0.005905504331162315
Tfidf,False,without,1,word,20,MultinomialNB,precision_score,0.07711988304093567
Tfidf,False,without,1,word,20,RidgeClassifier,f1_score,0.010907552080493434
Tfidf,False,without,1,word,20,RidgeClassifier,recall_score,0.005905504331162315
Tfidf,False,without,1,word,20,RidgeClassifier,precision_score,0.07711988304093567
Tfidf,False,without,1,word,20,DecisionTree,f1_score,0.010907552080493434
Tfidf,False,without,1,word,20,DecisionTree,recall_score,0.005905504331162315
Tfidf,False,without,1,word,20,DecisionTree,precision_score,0.07711988304093567
Tfidf,False,without,1,char,,MultinomialNB,f1_score,0.059936113575865126
Tfidf,False,without,1,char,,MultinomialNB,recall_score,0.04513623066942808
Tfidf,False,without,1,char,,MultinomialNB,precision_score,0.08936993020184872
Tfidf,False,without,1,char,,RidgeClassifier,f1_score,0.059936113575865126
Tfidf,False,without,1,char,,RidgeClassifier,recall_score,0.04513623066942808
Tfidf,False,without,1,char,,RidgeClassifier,precision_score,0.08936993020184872
Tfidf,False,without,1,char,,DecisionTree,f1_score,0.059936113575865126
Tfidf,False,without,1,char,,DecisionTree,recall_score,0.04513623066942808
Tfidf,False,without,1,char,,DecisionTree,precision_score,0.08936993020184872
Tfidf,False,without,1,char,10,MultinomialNB,f1_score,0.014805159649001124
Tfidf,False,without,1,char,10,MultinomialNB,recall_score,0.01089780440321999
Tfidf,False,without,1,char,10,MultinomialNB,precision_score,0.06636904761904762
Tfidf,False,without,1,char,10,RidgeClassifier,f1_score,0.014805159649001124
Tfidf,False,without,1,char,10,RidgeClassifier,recall_score,0.01089780440321999
Tfidf,False,without,1,char,10,RidgeClassifier,precision_score,0.06636904761904762
Tfidf,False,without,1,char,10,DecisionTree,f1_score,0.014805159649001124
Tfidf,False,without,1,char,10,DecisionTree,recall_score,0.01089780440321999
Tfidf,False,without,1,char,10,DecisionTree,precision_score,0.06636904761904762
Tfidf,False,without,1,char,20,MultinomialNB,f1_score,0.03388159252901382
Tfidf,False,without,1,char,20,MultinomialNB,recall_score,0.02139490353546421
Tfidf,False,without,1,char,20,MultinomialNB,precision_score,0.09420675464736766
Tfidf,False,without,1,char,20,RidgeClassifier,f1_score,0.03388159252901382
Tfidf,False,without,1,char,20,RidgeClassifier,recall_score,0.02139490353546421
Tfidf,False,without,1,char,20,RidgeClassifier,precision_score,0.09420675464736766
Tfidf,False,without,1,char,20,DecisionTree,f1_score,0.03388159252901382
Tfidf,False,without,1,char,20,DecisionTree,recall_score,0.02139490353546421
Tfidf,False,without,1,char,20,DecisionTree,precision_score,0.09420675464736766
Tfidf,False,without,1,char_wb,,MultinomialNB,f1_score,0.06157874185945976
Tfidf,False,without,1,char_wb,,MultinomialNB,recall_score,0.046791467552038425
Tfidf,False,without,1,char_wb,,MultinomialNB,precision_score,0.09013467612180442
Tfidf,False,without,1,char_wb,,RidgeClassifier,f1_score,0.06157874185945976
Tfidf,False,without,1,char_wb,,RidgeClassifier,recall_score,0.046791467552038425
Tfidf,False,without,1,char_wb,,RidgeClassifier,precision_score,0.09013467612180442
Tfidf,False,without,1,char_wb,,DecisionTree,f1_score,0.06157874185945976
Tfidf,False,without,1,char_wb,,DecisionTree,recall_score,0.046791467552038425
Tfidf,False,without,1,char_wb,,DecisionTree,precision_score,0.09013467612180442
Tfidf,False,without,1,char_wb,10,MultinomialNB,f1_score,0.002196078431372549
Tfidf,False,without,1,char_wb,10,MultinomialNB,recall_score,0.0011844331641285956
Tfidf,False,without,1,char_wb,10,MultinomialNB,precision_score,0.015053763440860214
Tfidf,False,without,1,char_wb,10,RidgeClassifier,f1_score,0.002196078431372549
Tfidf,False,without,1,char_wb,10,RidgeClassifier,recall_score,0.0011844331641285956
Tfidf,False,without,1,char_wb,10,RidgeClassifier,precision_score,0.015053763440860214
Tfidf,False,without,1,char_wb,10,DecisionTree,f1_score,0.002196078431372549
Tfidf,False,without,1,char_wb,10,DecisionTree,recall_score,0.0011844331641285956
Tfidf,False,without,1,char_wb,10,DecisionTree,precision_score,0.015053763440860214
Tfidf,False,without,1,char_wb,20,MultinomialNB,f1_score,0.024274112766692696
Tfidf,False,without,1,char_wb,20,MultinomialNB,recall_score,0.014106670028072359
Tfidf,False,without,1,char_wb,20,MultinomialNB,precision_score,0.0950724121557455
Tfidf,False,without,1,char_wb,20,RidgeClassifier,f1_score,0.024274112766692696
Tfidf,False,without,1,char_wb,20,RidgeClassifier,recall_score,0.014106670028072359
Tfidf,False,without,1,char_wb,20,RidgeClassifier,precision_score,0.0950724121557455
Tfidf,False,without,1,char_wb,20,DecisionTree,f1_score,0.024274112766692696
Tfidf,False,without,1,char_wb,20,DecisionTree,recall_score,0.014106670028072359
Tfidf,False,without,1,char_wb,20,DecisionTree,precision_score,0.0950724121557455
Tfidf,False,without,2,word,,MultinomialNB,f1_score,0.06917824821991711
Tfidf,False,without,2,word,,MultinomialNB,recall_score,0.05876174054357257
Tfidf,False,without,2,word,,MultinomialNB,precision_score,0.09435688683755117
Tfidf,False,without,2,word,,RidgeClassifier,f1_score,0.06917824821991711
Tfidf,False,without,2,word,,RidgeClassifier,recall_score,0.05876174054357257
Tfidf,False,without,2,word,,RidgeClassifier,precision_score,0.09435688683755117
Tfidf,False,without,2,word,,DecisionTree,f1_score,0.06917824821991711
Tfidf,False,without,2,word,,DecisionTree,recall_score,0.05876174054357257
Tfidf,False,without,2,word,,DecisionTree,precision_score,0.09435688683755117
Tfidf,False,without,2,word,10,MultinomialNB,f1_score,0.006537371976465461
Tfidf,False,without,2,word,10,MultinomialNB,recall_score,0.0036170725825898243
Tfidf,False,without,2,word,10,MultinomialNB,precision_score,0.033936651583710405
Tfidf,False,without,2,word,10,RidgeClassifier,f1_score,0.006537371976465461
Tfidf,False,without,2,word,10,RidgeClassifier,recall_score,0.0036170725825898243
Tfidf,False,without,2,word,10,RidgeClassifier,precision_score,0.033936651583710405
Tfidf,False,without,2,word,10,DecisionTree,f1_score,0.006537371976465461
Tfidf,False,without,2,word,10,DecisionTree,recall_score,0.0036170725825898243
Tfidf,False,without,2,word,10,DecisionTree,precision_score,0.033936651583710405
Tfidf,False,without,2,word,20,MultinomialNB,f1_score,0.004316970412591311
Tfidf,False,without,2,word,20,MultinomialNB,recall_score,0.0023294856016717338
Tfidf,False,without,2,word,20,MultinomialNB,precision_score,0.047241222070223444
Tfidf,False,without,2,word,20,RidgeClassifier,f1_score,0.004316970412591311
Tfidf,False,without,2,word,20,RidgeClassifier,recall_score,0.0023294856016717338
Tfidf,False,without,2,word,20,RidgeClassifier,precision_score,0.047241222070223444
Tfidf,False,without,2,word,20,DecisionTree,f1_score,0.004316970412591311
Tfidf,False,without,2,word,20,DecisionTree,recall_score,0.0023294856016717338
Tfidf,False,without,2,word,20,DecisionTree,precision_score,0.047241222070223444
Tfidf,False,without,2,char,,MultinomialNB,f1_score,0.05224349343684013
Tfidf,False,without,2,char,,MultinomialNB,recall_score,0.03657477174009396
Tfidf,False,without,2,char,,MultinomialNB,precision_score,0.09224331496223719
Tfidf,False,without,2,char,,RidgeClassifier,f1_score,0.05224349343684013
Tfidf,False,without,2,char,,RidgeClassifier,recall_score,0.03657477174009396
Tfidf,False,without,2,char,,RidgeClassifier,precision_score,0.09224331496223719
Tfidf,False,without,2,char,,DecisionTree,f1_score,0.05224349343684013
Tfidf,False,without,2,char,,DecisionTree,recall_score,0.03657477174009396
Tfidf,False,without,2,char,,DecisionTree,precision_score,0.09224331496223719
Tfidf,False,without,2,char,10,MultinomialNB,f1_score,0.0022234574763757642
Tfidf,False,without,2,char,10,MultinomialNB,recall_score,0.0011383039271485487
Tfidf,False,without,2,char,10,MultinomialNB,precision_score,0.047619047619047616
Tfidf,False,without,2,char,10,RidgeClassifier,f1_score,0.0022234574763757642
Tfidf,False,without,2,char,10,RidgeClassifier,recall_score,0.0011383039271485487
Tfidf,False,without,2,char,10,RidgeClassifier,precision_score,0.047619047619047616
Tfidf,False,without,2,char,10,DecisionTree,f1_score,0.0022234574763757642
Tfidf,False,without,2,char,10,DecisionTree,recall_score,0.0011383039271485487
Tfidf,False,without,2,char,10,DecisionTree,precision_score,0.047619047619047616
Tfidf,False,without,2,char,20,MultinomialNB,f1_score,0.0043296858102891125
Tfidf,False,without,2,char,20,MultinomialNB,recall_score,0.002382969466925735
Tfidf,False,without,2,char,20,MultinomialNB,precision_score,0.05196523053665911
Tfidf,False,without,2,char,20,RidgeClassifier,f1_score,0.0043296858102891125
Tfidf,False,without,2,char,20,RidgeClassifier,recall_score,0.002382969466925735
Tfidf,False,without,2,char,20,RidgeClassifier,precision_score,0.05196523053665911
Tfidf,False,without,2,char,20,DecisionTree,f1_score,0.0043296858102891125
Tfidf,False,without,2,char,20,DecisionTree,recall_score,0.002382969466925735
Tfidf,False,without,2,char,20,DecisionTree,precision_score,0.05196523053665911
Tfidf,False,without,2,char_wb,,MultinomialNB,f1_score,0.05761776982707214
Tfidf,False,without,2,char_wb,,MultinomialNB,recall_score,0.04181326607086735
Tfidf,False,without,2,char_wb,,MultinomialNB,precision_score,0.0927003553099092
Tfidf,False,without,2,char_wb,,RidgeClassifier,f1_score,0.05761776982707214
Tfidf,False,without,2,char_wb,,RidgeClassifier,recall_score,0.04181326607086735
Tfidf,False,without,2,char_wb,,RidgeClassifier,precision_score,0.0927003553099092
Tfidf,False,without,2,char_wb,,DecisionTree,f1_score,0.05761776982707214
Tfidf,False,without,2,char_wb,,DecisionTree,recall_score,0.04181326607086735
Tfidf,False,without,2,char_wb,,DecisionTree,precision_score,0.0927003553099092
Tfidf,False,without,2,char_wb,10,MultinomialNB,f1_score,0.0
Tfidf,False,without,2,char_wb,10,MultinomialNB,recall_score,0.0
Tfidf,False,without,2,char_wb,10,MultinomialNB,precision_score,0.0
Tfidf,False,without,2,char_wb,10,RidgeClassifier,f1_score,0.0
Tfidf,False,without,2,char_wb,10,RidgeClassifier,recall_score,0.0
Tfidf,False,without,2,char_wb,10,RidgeClassifier,precision_score,0.0
Tfidf,False,without,2,char_wb,10,DecisionTree,f1_score,0.0
Tfidf,False,without,2,char_wb,10,DecisionTree,recall_score,0.0
Tfidf,False,without,2,char_wb,10,DecisionTree,precision_score,0.0
Tfidf,False,without,2,char_wb,20,MultinomialNB,f1_score,0.011531162458696042
Tfidf,False,without,2,char_wb,20,MultinomialNB,recall_score,0.00646347479575889
Tfidf,False,without,2,char_wb,20,MultinomialNB,precision_score,0.06418731844589688
Tfidf,False,without,2,char_wb,20,RidgeClassifier,f1_score,0.011531162458696042
Tfidf,False,without,2,char_wb,20,RidgeClassifier,recall_score,0.00646347479575889
Tfidf,False,without,2,char_wb,20,RidgeClassifier,precision_score,0.06418731844589688
Tfidf,False,without,2,char_wb,20,DecisionTree,f1_score,0.011531162458696042
Tfidf,False,without,2,char_wb,20,DecisionTree,recall_score,0.00646347479575889
Tfidf,False,without,2,char_wb,20,DecisionTree,precision_score,0.06418731844589688
Count,True,with,0,word,,MultinomialNB,f1_score,0.08605881967642628
Count,True,with,0,word,,MultinomialNB,recall_score,0.08263895044765535
Count,True,with,0,word,,MultinomialNB,precision_score,0.0899289370041287
Count,True,with,0,word,,RidgeClassifier,f1_score,0.08605881967642628
Count,True,with,0,word,,RidgeClassifier,recall_score,0.08263895044765535
Count,True,with,0,word,,RidgeClassifier,precision_score,0.0899289370041287
Count,True,with,0,word,,DecisionTree,f1_score,0.08605881967642628
Count,True,with,0,word,,DecisionTree,recall_score,0.08263895044765535
Count,True,with,0,word,,DecisionTree,precision_score,0.0899289370041287
Count,True,with,0,word,10,MultinomialNB,f1_score,0.015417543100906251
Count,True,with,0,word,10,MultinomialNB,recall_score,0.009562154312856319
Count,True,with,0,word,10,MultinomialNB,precision_score,0.052819722650231125
Count,True,with,0,word,10,RidgeClassifier,f1_score,0.015417543100906251
Count,True,with,0,word,10,RidgeClassifier,recall_score,0.009562154312856319
Count,True,with,0,word,10,RidgeClassifier,precision_score,0.052819722650231125
Count,True,with,0,word,10,DecisionTree,f1_score,0.015417543100906251
Count,True,with,0,word,10,DecisionTree,recall_score,0.009562154312856319
Count,True,with,0,word,10,DecisionTree,precision_score,0.052819722650231125
Count,True,with,0,word,20,MultinomialNB,f1_score,0.017382448862213146
Count,True,with,0,word,20,MultinomialNB,recall_score,0.010686393525430075
Count,True,with,0,word,20,MultinomialNB,precision_score,0.05623050204226031
Count,True,with,0,word,20,RidgeClassifier,f1_score,0.017382448862213146
Count,True,with,0,word,20,RidgeClassifier,recall_score,0.010686393525430075
Count,True,with,0,word,20,RidgeClassifier,precision_score,0.05623050204226031
Count,True,with,0,word,20,DecisionTree,f1_score,0.017382448862213146
Count,True,with,0,word,20,DecisionTree,recall_score,0.010686393525430075
Count,True,with,0,word,20,DecisionTree,precision_score,0.05623050204226031
Count,True,with,0,char,,MultinomialNB,f1_score,0.01858263992313791
Count,True,with,0,char,,MultinomialNB,recall_score,0.011258813217524002
Count,True,with,0,char,,MultinomialNB,precision_score,0.06253537068477646
Count,True,with,0,char,,RidgeClassifier,f1_score,0.01858263992313791
Count,True,with,0,char,,RidgeClassifier,recall_score,0.011258813217524002
Count,True,with,0,char,,RidgeClassifier,precision_score,0.06253537068477646
Count,True,with,0,char,,DecisionTree,f1_score,0.01858263992313791
Count,True,with,0,char,,DecisionTree,recall_score,0.011258813217524002
Count,True,with,0,char,,DecisionTree,precision_score,0.06253537068477646
Count,True,with,0,char,10,MultinomialNB,f1_score,0.01337364228987483
Count,True,with,0,char,10,MultinomialNB,recall_score,0.007703981078429882
Count,True,with,0,char,10,MultinomialNB,precision_score,0.06370783935300064
Count,True,with,0,char,10,RidgeClassifier,f1_score,0.01337364228987483
Count,True,with,0,char,10,RidgeClassifier,recall_score,0.007703981078429882
Count,True,with,0,char,10,RidgeClassifier,precision_score,0.06370783935300064
Count,True,with,0,char,10,DecisionTree,f1_score,0.01337364228987483
Count,True,with,0,char,10,DecisionTree,recall_score,0.007703981078429882
Count,True,with,0,char,10,DecisionTree,precision_score,0.06370783935300064
Count,True,with,0,char,20,MultinomialNB,f1_score,0.01813998721542751
Count,True,with,0,char,20,MultinomialNB,recall_score,0.010988213839902571
Count,True,with,0,char,20,MultinomialNB,precision_score,0.06265236297776237
Count,True,with,0,char,20,RidgeClassifier,f1_score,0.01813998721542751
Count,True,with,0,char,20,RidgeClassifier,recall_score,0.010988213839902571
Count,True,with,0,char,20,RidgeClassifier,precision_score,0.06265236297776237
Count,True,with,0,char,20,DecisionTree,f1_score,0.01813998721542751
Count,True,with,0,char,20,DecisionTree,recall_score,0.010988213839902571
Count,True,with,0,char,20,DecisionTree,precision_score,0.06265236297776237
Count,True,with,0,char_wb,,MultinomialNB,f1_score,0.01562371120619975
Count,True,with,0,char_wb,,MultinomialNB,recall_score,0.009460185613729832
Count,True,with,0,char_wb,,MultinomialNB,precision_score,0.05261003298760735
Count,True,with,0,char_wb,,RidgeClassifier,f1_score,0.01562371120619975
Count,True,with,0,char_wb,,RidgeClassifier,recall_score,0.009460185613729832
Count,True,with,0,char_wb,,RidgeClassifier,precision_score,0.05261003298760735
Count,True,with,0,char_wb,,DecisionTree,f1_score,0.01562371120619975
Count,True,with,0,char_wb,,DecisionTree,recall_score,0.009460185613729832
Count,True,with,0,char_wb,,DecisionTree,precision_score,0.05261003298760735
Count,True,with,0,char_wb,10,MultinomialNB,f1_score,0.01337364228987483
Count,True,with,0,char_wb,10,MultinomialNB,recall_score,0.007703981078429882
Count,True,with,0,char_wb,10,MultinomialNB,precision_score,0.06370783935300064
Count,True,with,0,char_wb,10,RidgeClassifier,f1_score,0.01337364228987483
Count,True,with,0,char_wb,10,RidgeClassifier,recall_score,0.007703981078429882
Count,True,with,0,char_wb,10,RidgeClassifier,precision_score,0.06370783935300064
Count,True,with,0,char_wb,10,DecisionTree,f1_score,0.01337364228987483
Count,True,with,0,char_wb,10,DecisionTree,recall_score,0.007703981078429882
Count,True,with,0,char_wb,10,DecisionTree,precision_score,0.06370783935300064
Count,True,with,0,char_wb,20,MultinomialNB,f1_score,0.015852266195251485
Count,True,with,0,char_wb,20,MultinomialNB,recall_score,0.009595485302540547
Count,True,with,0,char_wb,20,MultinomialNB,precision_score,0.05329355998692384
Count,True,with,0,char_wb,20,RidgeClassifier,f1_score,0.015852266195251485
Count,True,with,0,char_wb,20,RidgeClassifier,recall_score,0.009595485302540547
Count,True,with,0,char_wb,20,RidgeClassifier,precision_score,0.05329355998692384
Count,True,with,0,char_wb,20,DecisionTree,f1_score,0.015852266195251485
Count,True,with,0,char_wb,20,DecisionTree,recall_score,0.009595485302540547
Count,True,with,0,char_wb,20,DecisionTree,precision_score,0.05329355998692384
Count,True,with,1,word,,MultinomialNB,f1_score,0.078959697794785
Count,True,with,1,word,,MultinomialNB,recall_score,0.07225584450121282
Count,True,with,1,word,,MultinomialNB,precision_score,0.0891635813278631
Count,True,with,1,word,,RidgeClassifier,f1_score,0.078959697794785
Count,True,with,1,word,,RidgeClassifier,recall_score,0.07225584450121282
Count,True,with,1,word,,RidgeClassifier,precision_score,0.0891635813278631
Count,True,with,1,word,,DecisionTree,f1_score,0.078959697794785
Count,True,with,1,word,,DecisionTree,recall_score,0.07225584450121282
Count,True,with,1,word,,DecisionTree,precision_score,0.0891635813278631
Count,True,with,1,word,10,MultinomialNB,f1_score,0.007317743535880203
Count,True,with,1,word,10,MultinomialNB,recall_score,0.0040898048055659966
Count,True,with,1,word,10,MultinomialNB,precision_score,0.037235880398671095
Count,True,with,1,word,10,RidgeClassifier,f1_score,0.007317743535880203
Count,True,with,1,word,10,RidgeClassifier,recall_score,0.0040898048055659966
Count,True,with,1,word,10,RidgeClassifier,precision_score,0.037235880398671095
Count,True,with,1,word,10,DecisionTree,f1_score,0.007317743535880203
Count,True,with,1,word,10,DecisionTree,recall_score,0.0040898048055659966
Count,True,with,1,word,10,DecisionTree,precision_score,0.037235880398671095
Count,True,with,1,word,20,MultinomialNB,f1_score,0.012401225186212396
Count,True,with,1,word,20,MultinomialNB,recall_score,0.007189188987601968
Count,True,with,1,word,20,MultinomialNB,precision_score,0.04690297171500179
Count,True,with,1,word,20,RidgeClassifier,f1_score,0.012401225186212396
Count,True,with,1,word,20,RidgeClassifier,recall_score,0.007189188987601968
Count,True,with,1,word,20,RidgeClassifier,precision_score,0.04690297171500179
Count,True,with,1,word,20,DecisionTree,f1_score,0.012401225186212396
Count,True,with,1,word,20,DecisionTree,recall_score,0.007189188987601968
Count,True,with,1,word,20,DecisionTree,precision_score,0.04690297171500179
Count,True,with,1,char,,MultinomialNB,f1_score,0.056784745309843454
Count,True,with,1,char,,MultinomialNB,recall_score,0.04572385848054382
Count,True,with,1,char,,MultinomialNB,precision_score,0.080631232105672
Count,True,with,1,char,,RidgeClassifier,f1_score,0.056784745309843454
Count,True,with,1,char,,RidgeClassifier,recall_score,0.04572385848054382
Count,True,with,1,char,,RidgeClassifier,precision_score,0.080631232105672
Count,True,with,1,char,,DecisionTree,f1_score,0.056784745309843454
Count,True,with,1,char,,DecisionTree,recall_score,0.04572385848054382
Count,True,with,1,char,,DecisionTree,precision_score,0.080631232105672
Count,True,with,1,char,10,MultinomialNB,f1_score,0.04114628610033763
Count,True,with,1,char,10,MultinomialNB,recall_score,0.047120711219773605
Count,True,with,1,char,10,MultinomialNB,precision_score,0.07255717858566821
Count,True,with,1,char,10,RidgeClassifier,f1_score,0.04114628610033763
Count,True,with,1,char,10,RidgeClassifier,recall_score,0.047120711219773605
Count,True,with,1,char,10,RidgeClassifier,precision_score,0.07255717858566821
Count,True,with,1,char,10,DecisionTree,f1_score,0.04114628610033763
Count,True,with,1,char,10,DecisionTree,recall_score,0.047120711219773605
Count,True,with,1,char,10,DecisionTree,precision_score,0.07255717858566821
Count,True,with,1,char,20,MultinomialNB,f1_score,0.026362514308744218
Count,True,with,1,char,20,MultinomialNB,recall_score,0.030968805151058498
Count,True,with,1,char,20,MultinomialNB,precision_score,0.04046218487394958
Count,True,with,1,char,20,RidgeClassifier,f1_score,0.026362514308744218
Count,True,with,1,char,20,RidgeClassifier,recall_score,0.030968805151058498
Count,True,with,1,char,20,RidgeClassifier,precision_score,0.04046218487394958
Count,True,with,1,char,20,DecisionTree,f1_score,0.026362514308744218
Count,True,with,1,char,20,DecisionTree,recall_score,0.030968805151058498
Count,True,with,1,char,20,DecisionTree,precision_score,0.04046218487394958
Count,True,with,1,char_wb,,MultinomialNB,f1_score,0.05578008078008079
Count,True,with,1,char_wb,,MultinomialNB,recall_score,0.04415323692055962
Count,True,with,1,char_wb,,MultinomialNB,precision_score,0.08145859724516138
Count,True,with,1,char_wb,,RidgeClassifier,f1_score,0.05578008078008079
Count,True,with,1,char_wb,,RidgeClassifier,recall_score,0.04415323692055962
Count,True,with,1,char_wb,,RidgeClassifier,precision_score,0.08145859724516138
Count,True,with,1,char_wb,,DecisionTree,f1_score,0.05578008078008079
Count,True,with,1,char_wb,,DecisionTree,recall_score,0.04415323692055962
Count,True,with,1,char_wb,,DecisionTree,precision_score,0.08145859724516138
Count,True,with,1,char_wb,10,MultinomialNB,f1_score,0.015210424267470284
Count,True,with,1,char_wb,10,MultinomialNB,recall_score,0.008874157236909036
Count,True,with,1,char_wb,10,MultinomialNB,precision_score,0.07246247781409214
Count,True,with,1,char_wb,10,RidgeClassifier,f1_score,0.015210424267470284
Count,True,with,1,char_wb,10,RidgeClassifier,recall_score,0.008874157236909036
Count,True,with,1,char_wb,10,RidgeClassifier,precision_score,0.07246247781409214
Count,True,with,1,char_wb,10,DecisionTree,f1_score,0.015210424267470284
Count,True,with,1,char_wb,10,DecisionTree,recall_score,0.008874157236909036
Count,True,with,1,char_wb,10,DecisionTree,precision_score,0.07246247781409214
Count,True,with,1,char_wb,20,MultinomialNB,f1_score,0.022327514976244574
Count,True,with,1,char_wb,20,MultinomialNB,recall_score,0.024426428991627114
Count,True,with,1,char_wb,20,MultinomialNB,precision_score,0.042946078923586706
Count,True,with,1,char_wb,20,RidgeClassifier,f1_score,0.022327514976244574
Count,True,with,1,char_wb,20,RidgeClassifier,recall_score,0.024426428991627114
Count,True,with,1,char_wb,20,RidgeClassifier,precision_score,0.042946078923586706
Count,True,with,1,char_wb,20,DecisionTree,f1_score,0.022327514976244574
